value,dataset
147317.0,city_population
132325.0,city_population
35822.0,city_population
4007526.0,city_population
188160.0,city_population
1770158.0,city_population
481900.0,city_population
1364878.0,city_population
1392336.5,city_population
276792.0,city_population
565204.5,city_population
2195289.5,city_population
406970.5,city_population
145289.0,city_population
518263.0,city_population
192299.0,city_population
266319.0,city_population
353248.5,city_population
367825.0,city_population
222387.0,city_population
123716.0,city_population
329824.0,city_population
1207132.5,city_population
202864.5,city_population
429293.0,city_population
177465.0,city_population
224102.5,city_population
359243.0,city_population
373701.0,city_population
149747.5,city_population
252061.0,city_population
110383.0,city_population
13356.0,city_population
99739.0,city_population
42029.0,city_population
190208.0,city_population
259258.0,city_population
75782.0,city_population
20419.0,city_population
41917.0,city_population
84150.0,city_population
110396.0,city_population
915101.0,city_population
3133518.0,city_population
91993.0,city_population
286411.0,city_population
104073.0,city_population
63626.0,city_population
236961.0,city_population
136576.0,city_population
36398.0,city_population
102169.0,city_population
32403.0,city_population
129775.0,city_population
1308331.0,city_population
182396.0,city_population
468353.0,city_population
78850.0,city_population
609489.0,city_population
361366.0,city_population
127611.0,city_population
330760.0,city_population
421053.0,city_population
5774.0,city_population
302875.0,city_population
156745.0,city_population
87395.0,city_population
106087.0,city_population
586836.0,city_population
128494.0,city_population
1274225.0,city_population
246354.0,city_population
129320.0,city_population
191776.0,city_population
246022.0,city_population
325857.0,city_population
168756.0,city_population
800264.0,city_population
989318.0,city_population
221272.0,city_population
105013.0,city_population
18627.0,city_population
120936.0,city_population
859.0,city_population
62330.0,city_population
75148.0,city_population
31053.0,city_population
13097.0,city_population
71643.0,city_population
1982112.0,city_population
500425.0,city_population
174522.0,city_population
12706.0,city_population
226281.0,city_population
240172.0,city_population
423868.0,city_population
759952.0,city_population
575977.0,city_population
858118.0,city_population
375424.0,city_population
548014.0,city_population
174625.0,city_population
453904.0,city_population
248877.0,city_population
312437.0,city_population
771687.0,city_population
794313.0,city_population
946092.0,city_population
681541.0,city_population
812327.0,city_population
902086.0,city_population
157291.0,city_population
142530.0,city_population
126024.0,city_population
154168.0,city_population
112495.0,city_population
150927.0,city_population
166352.0,city_population
159560.0,city_population
143112.0,city_population
107243.0,city_population
130756.0,city_population
229138.0,city_population
110008.0,city_population
112330.0,city_population
116606.0,city_population
150667.0,city_population
230424.0,city_population
136157.0,city_population
121158.0,city_population
162174.0,city_population
107059.0,city_population
166587.0,city_population
110577.0,city_population
150766.0,city_population
163449.0,city_population
122655.0,city_population
135665.0,city_population
179944.0,city_population
219210.0,city_population
531904.0,city_population
401210.0,city_population
116799.0,city_population
158128.0,city_population
188857.0,city_population
241932.0,city_population
136457.0,city_population
1047356.0,city_population
284853.0,city_population
215582.0,city_population
902025.0,city_population
235715.0,city_population
396193.0,city_population
161890.0,city_population
125999.0,city_population
307418.0,city_population
281717.0,city_population
237759.0,city_population
294156.0,city_population
319056.0,city_population
246978.0,city_population
314776.0,city_population
260058.0,city_population
173318.0,city_population
113738.0,city_population
439050.0,city_population
152458.0,city_population
764327.0,city_population
324585.0,city_population
170404.0,city_population
545053.0,city_population
241517.0,city_population
420806.0,city_population
172505.0,city_population
169023.0,city_population
109202.0,city_population
6947.0,city_population
483.0,city_population
262925.369004526,city_population
5157.0,city_population
27797.0,city_population
74921.0,city_population
958399.0,city_population
118167.0,city_population
94236.0,city_population
143366.0,city_population
109833.0,city_population
17831.0,city_population
658609.0,city_population
83817.0,city_population
863893.0,city_population
102362.0,city_population
76492.0,city_population
202694.0,city_population
211671.0,city_population
888797.0,city_population
378143.0,city_population
174704.0,city_population
169028.0,city_population
193532.0,city_population
925762.0,city_population
225728.0,city_population
703215.0,city_population
160225.0,city_population
536436.0,city_population
191238.0,city_population
454967.0,city_population
111975.0,city_population
151893.0,city_population
523065.0,city_population
205933.0,city_population
329404.0,city_population
304052.0,city_population
136351.0,city_population
332100.0,city_population
147496.0,city_population
212540.0,city_population
146965.0,city_population
137383.0,city_population
113479.0,city_population
135586.0,city_population
515353.0,city_population
157336.0,city_population
341029.0,city_population
808416.0,city_population
139075.0,city_population
128548.0,city_population
1643623.0,city_population
330652.0,city_population
143281.0,city_population
1385621.0,city_population
635862.0,city_population
170029.0,city_population
117253.0,city_population
301742.0,city_population
855563.0,city_population
261137.0,city_population
113843.0,city_population
132854.0,city_population
452090.0,city_population
368585.0,city_population
174629.0,city_population
1501551.0,city_population
250141.0,city_population
253845.0,city_population
99576.0,city_population
1579803.0,city_population
298009.0,city_population
9209944.0,city_population
159853.0,city_population
510739.0,city_population
441975.0,city_population
854186.0,city_population
101336.0,city_population
237169.0,city_population
1142952.0,city_population
743275.0,city_population
921771.0,city_population
776220.0,city_population
120926.0,city_population
1072676.0,city_population
416055.0,city_population
258913.0,city_population
92967.0,city_population
120500.0,city_population
297848.0,city_population
173959.0,city_population
304942.0,city_population
180057.0,city_population
1434062.0,city_population
224166.0,city_population
626495.0,city_population
691557.0,city_population
160682.0,city_population
864431.0,city_population
183509.0,city_population
293245.0,city_population
113570.0,city_population
136285.0,city_population
103609.0,city_population
177719.0,city_population
845941.0,city_population
176685.0,city_population
141112.0,city_population
412199.0,city_population
132128.0,city_population
310192.0,city_population
297373.0,city_population
217550.0,city_population
112726.0,city_population
293825.0,city_population
371387.0,city_population
1810645.0,city_population
658907.0,city_population
650123.0,city_population
89795.0,city_population
223876.0,city_population
442440.0,city_population
690193.0,city_population
103919.0,city_population
106163.0,city_population
578830.0,city_population
78523.0,city_population
299523.0,city_population
405952.0,city_population
463830.0,city_population
281799.0,city_population
340060.0,city_population
443063.0,city_population
384327.0,city_population
138444.0,city_population
154546.0,city_population
1257547.0,city_population
6227.0,city_population
31109.0,city_population
117445.0,city_population
109890.0,city_population
136640.0,city_population
111165.0,city_population
114491.0,city_population
106367.0,city_population
1751500.0,city_population
179505.0,city_population
1478.0,city_population
592090.0,city_population
363336.0,city_population
242204.0,city_population
1080277.0,city_population
1032197.0,city_population
129993.0,city_population
124650.0,city_population
287536.0,city_population
5483382.0,city_population
200529.0,city_population
347907.0,city_population
307338.0,city_population
1388039.0,city_population
150528.0,city_population
532949.0,city_population
219961.0,city_population
106843.0,city_population
144096.0,city_population
107621.0,city_population
108231.0,city_population
2513023.0,city_population
118632.0,city_population
486301.0,city_population
102592.0,city_population
672.0,city_population
369268.0,city_population
122320.0,city_population
243927.0,city_population
153863.0,city_population
272382.0,city_population
116192.0,city_population
177557.0,city_population
194335.0,city_population
136860.0,city_population
107227.0,city_population
198792.0,city_population
166531.0,city_population
200530.0,city_population
149366.0,city_population
193576.0,city_population
197241.0,city_population
194556.0,city_population
127307.0,city_population
862400.0,city_population
130433.0,city_population
136222.0,city_population
101667.0,city_population
102031.0,city_population
294098.0,city_population
119756.0,city_population
123116.0,city_population
133073.0,city_population
115437.0,city_population
164444.0,city_population
513504.0,city_population
120213.0,city_population
140085.0,city_population
151479.0,city_population
149479.0,city_population
133755.0,city_population
102725.0,city_population
179755.0,city_population
821752.0,city_population
107106.0,city_population
222825.0,city_population
114182.0,city_population
160759.0,city_population
167191.0,city_population
180884.0,city_population
186438.0,city_population
101030.0,city_population
102781.0,city_population
118899.0,city_population
162972.0,city_population
223209.0,city_population
107775.0,city_population
161235.0,city_population
97806.0,city_population
238147.0,city_population
156645.0,city_population
162300.0,city_population
93969.0,city_population
127073.0,city_population
121562.0,city_population
122734.0,city_population
182480.0,city_population
623652.0,city_population
495083.0,city_population
211648.0,city_population
334176.0,city_population
103328.0,city_population
104302.0,city_population
151418.0,city_population
126998.0,city_population
132411.0,city_population
514861.0,city_population
150889.0,city_population
94285.0,city_population
1797300.0,city_population
412000.0,city_population
131800.0,city_population
189700.0,city_population
113400.0,city_population
375700.0,city_population
107178.0,city_population
229000.0,city_population
161300.0,city_population
209900.0,city_population
208100.0,city_population
100500.0,city_population
267249.0,city_population
1026848.0,city_population
149498.0,city_population
322935.0,city_population
107069.0,city_population
500183.0,city_population
352735.0,city_population
156122.0,city_population
239124.0,city_population
104682.0,city_population
206537.0,city_population
762719.0,city_population
111245.0,city_population
310839.0,city_population
141897.0,city_population
142363.0,city_population
158977.0,city_population
407756.0,city_population
101281.0,city_population
163604.0,city_population
132393.0,city_population
1835300.0,city_population
186856.0,city_population
124313.0,city_population
103843.0,city_population
111435.0,city_population
184674.0,city_population
119402.0,city_population
104049.0,city_population
139445.0,city_population
532089.0,city_population
108136.0,city_population
170936.0,city_population
125645.0,city_population
141724.0,city_population
510300.0,city_population
993642.0,city_population
2166554.0,city_population
259315.0,city_population
5195247.0,city_population
618278.0,city_population
151515.0,city_population
189191.0,city_population
128900.0,city_population
121065.0,city_population
433030.0,city_population
312775.0,city_population
105127.0,city_population
146051.0,city_population
350280.0,city_population
250951.0,city_population
119711.0,city_population
157181.0,city_population
369894.0,city_population
703421.0,city_population
127513.0,city_population
103332.0,city_population
109576.0,city_population
329639.0,city_population
105075.0,city_population
134773.0,city_population
147167.0,city_population
363382.0,city_population
612257.0,city_population
610.0,city_population
106626.0,city_population
546824.0,city_population
3096.0,city_population
144699.0,city_population
681067.0,city_population
128369.0,city_population
286930.0,city_population
223449.0,city_population
101122.0,city_population
150420.0,city_population
24893.0,city_population
153526.0,city_population
156530.0,city_population
104312.0,city_population
360077.0,city_population
157063.0,city_population
176544.0,city_population
117455.0,city_population
241873.0,city_population
903795.0,city_population
115045.0,city_population
131658.0,city_population
117982.0,city_population
169613.0,city_population
361664.0,city_population
218356.0,city_population
130139.0,city_population
120170.0,city_population
112191.0,city_population
318165.0,city_population
192403.0,city_population
188317.0,city_population
228626.0,city_population
122759.0,city_population
494464.0,city_population
220575.0,city_population
106952.0,city_population
3691999.0,city_population
109717.0,city_population
177238.0,city_population
119879.0,city_population
214349.0,city_population
103284.0,city_population
2668047.0,city_population
574240.0,city_population
318621.0,city_population
149679.0,city_population
122389.0,city_population
195661.0,city_population
1921275.0,city_population
1108872.0,city_population
219315.0,city_population
146743.0,city_population
155243.0,city_population
158239.0,city_population
170872.0,city_population
155196.0,city_population
113188.0,city_population
606533.0,city_population
312426.0,city_population
132549.0,city_population
166617.0,city_population
112313.0,city_population
100850.0,city_population
18843844.0,city_population
2097824.0,city_population
510875.0,city_population
213831.0,city_population
191044.0,city_population
281890.0,city_population
247170.0,city_population
139905.0,city_population
218112.0,city_population
149330.0,city_population
235880.0,city_population
162030.0,city_population
142161.0,city_population
102057.0,city_population
106615.0,city_population
13004135.0,city_population
121036.0,city_population
551716.0,city_population
177823.0,city_population
151274.0,city_population
144512.0,city_population
125431.0,city_population
232361.0,city_population
173868.0,city_population
137278.0,city_population
368302.0,city_population
140112.0,city_population
129500.0,city_population
361112.0,city_population
267833.0,city_population
142685.0,city_population
2215381.0,city_population
254291.0,city_population
235541.0,city_population
130692.0,city_population
363138.0,city_population
120275.0,city_population
533693.0,city_population
221280.0,city_population
102717.0,city_population
113735.0,city_population
1905975.0,city_population
114530.0,city_population
107646.0,city_population
1447820.0,city_population
519261.0,city_population
137553.0,city_population
3357612.0,city_population
100054.0,city_population
274210.0,city_population
538344.0,city_population
119571.0,city_population
186371.0,city_population
152025.0,city_population
103709.0,city_population
975886.0,city_population
102340.0,city_population
120687.0,city_population
113342.0,city_population
279338.0,city_population
126742.0,city_population
134883.0,city_population
591424.0,city_population
204938.0,city_population
151115.0,city_population
911817.0,city_population
563851.0,city_population
156496.0,city_population
331377.0,city_population
171185.0,city_population
114406.0,city_population
174291.0,city_population
115704.0,city_population
123102.0,city_population
268625.0,city_population
144558.0,city_population
210288.0,city_population
400733.0,city_population
198891.0,city_population
10600.0,city_population
512582.0,city_population
45390.2083246068,city_population
399900.0,city_population
364125.0,city_population
462241.0,city_population
236999.0,city_population
325819.0,city_population
110255.0,city_population
127150.0,city_population
139652.0,city_population
259705.0,city_population
225395.0,city_population
116383.0,city_population
1009132.0,city_population
216444.0,city_population
201329.0,city_population
876876.999999987,city_population
552508.0,city_population
354273.0,city_population
181524.0,city_population
428450.0,city_population
465834.0,city_population
118836.0,city_population
196627.0,city_population
289861.0,city_population
377609.0,city_population
276110.0,city_population
9562280.0,city_population
99549.9999999997,city_population
473025.0,city_population
327568.0,city_population
128637.0,city_population
184910.0,city_population
286240.0,city_population
144839.0,city_population
919899.0,city_population
462928.0,city_population
130494.0,city_population
887399.0,city_population
117160.0,city_population
144875.0,city_population
600783.0,city_population
664625.0,city_population
191210.0,city_population
366358.0,city_population
104173.0,city_population
168470.0,city_population
332828.0,city_population
351437.0,city_population
129011.0,city_population
122747.0,city_population
111848.0,city_population
109499.0,city_population
313631.0,city_population
407437.0,city_population
141412.0,city_population
372910.0,city_population
327325.0,city_population
355330.0,city_population
158544.0,city_population
728402.0,city_population
376933.0,city_population
539671.0,city_population
145786.0,city_population
186960.0,city_population
1661584.0,city_population
118471.0,city_population
119497.0,city_population
137881.0,city_population
156056.0,city_population
136453.0,city_population
106440.0,city_population
143403.0,city_population
100674.0,city_population
964169.0,city_population
169953.0,city_population
148012.0,city_population
325079.0,city_population
174302.0,city_population
156321.0,city_population
133893.0,city_population
703141.0,city_population
1776949.0,city_population
188376.0,city_population
138141.0,city_population
134103.0,city_population
135542.0,city_population
122968.0,city_population
172433.0,city_population
697315.0,city_population
450583.0,city_population
136698.0,city_population
109547.0,city_population
128893.0,city_population
113415.0,city_population
102656.0,city_population
127653.0,city_population
133448.0,city_population
116240.0,city_population
158218.0,city_population
363115.0,city_population
457626.0,city_population
496794.0,city_population
114457.0,city_population
130379.0,city_population
116771.0,city_population
137266.0,city_population
200198.0,city_population
1489040.0,city_population
160791.0,city_population
195398.0,city_population
137404.0,city_population
100150.0,city_population
111651.0,city_population
497604.0,city_population
606293.0,city_population
209533.0,city_population
112994.0,city_population
118096.0,city_population
153197.0,city_population
372931.0,city_population
115353.0,city_population
173502.0,city_population
278924.0,city_population
1846513.0,city_population
293244.0,city_population
124188.0,city_population
629616.0,city_population
380522.0,city_population
143094.0,city_population
190712.0,city_population
118197.0,city_population
261189.0,city_population
425758.0,city_population
364116.0,city_population
207010.0,city_population
456059.0,city_population
254453.0,city_population
149879.0,city_population
104522.0,city_population
147547.0,city_population
173403.0,city_population
225673.0,city_population
117365.0,city_population
151002.0,city_population
543445.0,city_population
133184.0,city_population
209170.0,city_population
160987.0,city_population
136524.0,city_population
247543.0,city_population
136064.0,city_population
260317.0,city_population
230998.0,city_population
140334.0,city_population
210452.0,city_population
209230.0,city_population
155115.0,city_population
689992.0,city_population
440656.0,city_population
803159.0,city_population
113014.0,city_population
114432.0,city_population
172605.0,city_population
140751.0,city_population
307079.0,city_population
2960048.0,city_population
443954.0,city_population
128352.0,city_population
179292.0,city_population
148894.0,city_population
132650.0,city_population
205424.0,city_population
125640.0,city_population
354666.0,city_population
153267.0,city_population
150917.0,city_population
651813.0,city_population
126347.0,city_population
273306.0,city_population
172073.0,city_population
285348.0,city_population
326001.0,city_population
123574.0,city_population
289820.0,city_population
414812.0,city_population
148580.0,city_population
128667.0,city_population
218500.0,city_population
161868.0,city_population
295644.0,city_population
130478.0,city_population
182237.0,city_population
171107.0,city_population
140961.0,city_population
121033.0,city_population
251881.0,city_population
109319.0,city_population
104976.0,city_population
886722.0,city_population
296202.0,city_population
132338.0,city_population
263048.0,city_population
108909.0,city_population
193936.0,city_population
139420.0,city_population
312116.0,city_population
385398.0,city_population
386451.0,city_population
207314.0,city_population
210503.0,city_population
166334.0,city_population
144577.0,city_population
216546.0,city_population
714978.0,city_population
977234.0,city_population
49.0,city_population
282306.0,city_population
166517.0,city_population
330375.0,city_population
149166.0,city_population
102505.0,city_population
207969.0,city_population
114570.0,city_population
109803.0,city_population
477276.0,city_population
238821.0,city_population
169750.0,city_population
117561.0,city_population
92420.0,city_population
87448.0,city_population
98777.0,city_population
280313.0,city_population
179807.0,city_population
102570.0,city_population
790279.0,city_population
97647.0,city_population
324568.0,city_population
665259.0,city_population
163424.0,city_population
124600.0,city_population
111762.0,city_population
541782.0,city_population
195119.0,city_population
131461.0,city_population
130655.0,city_population
188643.0,city_population
89277.0,city_population
190077.0,city_population
391404.0,city_population
100098.0,city_population
191380.0,city_population
122025.0,city_population
1864679.0,city_population
109252.0,city_population
100673.0,city_population
669564.0,city_population
154375.0,city_population
137781.0,city_population
101501.0,city_population
171454.0,city_population
148977.0,city_population
106768.0,city_population
105701.0,city_population
545142.0,city_population
231800.0,city_population
118696.0,city_population
188421.0,city_population
85641.0,city_population
180835.0,city_population
124608.0,city_population
150843.0,city_population
89039.0,city_population
130251.0,city_population
333005.0,city_population
140453.0,city_population
826786.0,city_population
265102.0,city_population
1186023.0,city_population
156743.0,city_population
359053.0,city_population
109535.0,city_population
761389.0,city_population
3303196.0,city_population
1019541.0,city_population
685846.0,city_population
586700.0,city_population
252547.0,city_population
217927.0,city_population
2371593.0,city_population
1472473.0,city_population
170122.0,city_population
228232.0,city_population
237617.0,city_population
137900.0,city_population
546443.0,city_population
102589.0,city_population
106088.0,city_population
763971.0,city_population
410610.0,city_population
263760.0,city_population
266749.0,city_population
1469502.0,city_population
334089.0,city_population
132639.0,city_population
259525.0,city_population
293995.0,city_population
226603.0,city_population
278217.0,city_population
2975225.0,city_population
143710.0,city_population
494228.0,city_population
103480.0,city_population
666953.0,city_population
127578.0,city_population
352011.0,city_population
434371.0,city_population
101804.0,city_population
250480.0,city_population
117101.0,city_population
498424.0,city_population
9421415.0,city_population
109026.0,city_population
116493.0,city_population
380410.0,city_population
180295.0,city_population
914590.0,city_population
177765.0,city_population
265930.0,city_population
946704.0,city_population
123556.0,city_population
355380.0,city_population
1113508.0,city_population
268352.0,city_population
352958.0,city_population
111392.0,city_population
101891.0,city_population
303233.0,city_population
144507.0,city_population
339079.0,city_population
230195.0,city_population
114528.0,city_population
118331.0,city_population
154765.0,city_population
105240.0,city_population
145078.0,city_population
1722865.0,city_population
136087.0,city_population
108759.0,city_population
113107.0,city_population
154686.0,city_population
237589.0,city_population
103481.0,city_population
286598.0,city_population
263688.0,city_population
234140.0,city_population
102839.0,city_population
97186.0,city_population
217851.0,city_population
271692.0,city_population
183105.0,city_population
104605.0,city_population
141275.0,city_population
180540.0,city_population
110527.0,city_population
109728.0,city_population
134309.0,city_population
105624.0,city_population
250849.0,city_population
116033.0,city_population
168655.0,city_population
107943.0,city_population
148384.0,city_population
231944.0,city_population
350258.0,city_population
190831.0,city_population
102605.0,city_population
105506.0,city_population
526363.0,city_population
196918.0,city_population
228567.0,city_population
625679.0,city_population
115016.0,city_population
369815.0,city_population
153806.0,city_population
206327.0,city_population
216691.0,city_population
242604.0,city_population
411798.0,city_population
462669.0,city_population
1149829.0,city_population
315186.0,city_population
126884.0,city_population
329391.0,city_population
119647.0,city_population
120750.0,city_population
238327.0,city_population
1386909.0,city_population
156136.0,city_population
107347.0,city_population
104177.0,city_population
210190.0,city_population
101851.0,city_population
96843.0,city_population
276524.0,city_population
133188.0,city_population
601993.0,city_population
408952.0,city_population
631182.0,city_population
437456.0,city_population
328871.0,city_population
172639.0,city_population
117352.0,city_population
96945.0,city_population
102421.0,city_population
1168745.0,city_population
538188.0,city_population
589596.0,city_population
218275.0,city_population
480594.0,city_population
103880.0,city_population
129313.0,city_population
144838.0,city_population
259081.0,city_population
139161.0,city_population
186460.0,city_population
270366.0,city_population
144219.0,city_population
773970.0,city_population
125198.0,city_population
1006856.0,city_population
326729.0,city_population
425950.0,city_population
112659.0,city_population
100073.0,city_population
508585.0,city_population
178884.0,city_population
11918057.0,city_population
95263.0,city_population
410733.0,city_population
144579.0,city_population
575243.0,city_population
100278.0,city_population
150806.0,city_population
303754.0,city_population
113330.0,city_population
176825.0,city_population
517831.0,city_population
158649.0,city_population
239230.0,city_population
100574.0,city_population
123202.0,city_population
125528.0,city_population
117949.0,city_population
235179.0,city_population
261011.0,city_population
1257260.0,city_population
358651.0,city_population
101779.0,city_population
177506.0,city_population
124071.0,city_population
171081.0,city_population
107244.0,city_population
549383.0,city_population
129555.0,city_population
248857.0,city_population
110243.0,city_population
1511369.0,city_population
101129.0,city_population
114332.0,city_population
108662.0,city_population
105722.0,city_population
137706.0,city_population
111109.0,city_population
1158627.0,city_population
121341.0,city_population
318642.0,city_population
555420.0,city_population
237194.0,city_population
519948.0,city_population
1007272.0,city_population
125421.0,city_population
180702.0,city_population
267102.0,city_population
200059.0,city_population
206023.0,city_population
205062.0,city_population
104020.0,city_population
144603.0,city_population
1100091.0,city_population
146075.0,city_population
526919.0,city_population
197359.0,city_population
155174.0,city_population
1170381.0,city_population
298103.0,city_population
100362.0,city_population
838321.0,city_population
109076.0,city_population
98243.0,city_population
126729.0,city_population
189313.0,city_population
109630.0,city_population
238031.0,city_population
111406.0,city_population
330451.0,city_population
364171.0,city_population
95703.0,city_population
4990602.0,city_population
220719.0,city_population
408361.0,city_population
275087.0,city_population
321062.0,city_population
239341.0,city_population
177404.0,city_population
255671.0,city_population
281348.0,city_population
99102.0,city_population
719363.0,city_population
543596.0,city_population
496656.0,city_population
407896.0,city_population
621918.0,city_population
1075007.0,city_population
99680.0,city_population
413850.0,city_population
614878.0,city_population
163465.0,city_population
96699.0,city_population
98141.0,city_population
219941.0,city_population
309173.0,city_population
346922.0,city_population
598927.0,city_population
170189.0,city_population
1018762.0,city_population
305397.0,city_population
320761.0,city_population
997447.0,city_population
282419.0,city_population
597161.0,city_population
254987.0,city_population
188242.0,city_population
99089.0,city_population
138814.0,city_population
106555.0,city_population
172972.0,city_population
137334.0,city_population
137995.0,city_population
381900.0,city_population
1745555.0,city_population
358433.0,city_population
476522.0,city_population
653861.0,city_population
546683.0,city_population
485529.0,city_population
625.0,city_population
14161.0,city_population
12818.0,city_population
5282.0,city_population
15466.0,city_population
35974.0,city_population
4127.0,city_population
43400.0,city_population
334290.0,city_population
1386166.0,city_population
171610.0,city_population
430105.0,city_population
302446.0,city_population
200958.0,city_population
409549.0,city_population
1411599.0,city_population
299501.0,city_population
118327.0,city_population
167080.0,city_population
295462.0,city_population
143936.0,city_population
199247.0,city_population
563282.0,city_population
248888.0,city_population
115537.0,city_population
571169.0,city_population
120521.0,city_population
448623.0,city_population
387096.0,city_population
3712917.0,city_population
173919.0,city_population
172233.0,city_population
535065.0,city_population
2385509.0,city_population
381431.0,city_population
6924566.0,city_population
204174.0,city_population
594350.0,city_population
117646.0,city_population
183319.0,city_population
258777.0,city_population
1056009.0,city_population
279667.0,city_population
317464.0,city_population
410577.0,city_population
605346.0,city_population
941245.0,city_population
333032.0,city_population
277245.13181342,city_population
618436.0,city_population
337295.0,city_population
1197714.0,city_population
69598.0,city_population
146315.0,city_population
57432.0,city_population
53746.0,city_population
54091.0,city_population
178976.0,city_population
71462.0,city_population
260438.0,city_population
73401.0,city_population
59261.0,city_population
88752.0,city_population
67129.0,city_population
51163.0,city_population
174369.0,city_population
1055964.0,city_population
200443.0,city_population
124634.0,city_population
6036860.0,city_population
475503.0,city_population
229040.0,city_population
285604.0,city_population
97019.0,city_population
64609.0,city_population
171284.0,city_population
350504.0,city_population
366343.0,city_population
263179.0,city_population
177971.0,city_population
433688.0,city_population
595061.0,city_population
164252.0,city_population
957441.0,city_population
344803.0,city_population
344426.0,city_population
314239.0,city_population
206070.0,city_population
176525.0,city_population
741651.0,city_population
405385.0,city_population
775255.0,city_population
279340.0,city_population
904165.0,city_population
163304.0,city_population
237676.0,city_population
339715.0,city_population
379638.0,city_population
245541.0,city_population
173202.0,city_population
198348.0,city_population
116895.0,city_population
171575.0,city_population
123943.0,city_population
338768.0,city_population
200273.0,city_population
150716.0,city_population
221750.0,city_population
100847.0,city_population
1627559.0,city_population
345749.0,city_population
174585.0,city_population
218196.0,city_population
175915.0,city_population
112077.0,city_population
324418.0,city_population
187892.0,city_population
138991.0,city_population
238285.0,city_population
192612.0,city_population
183872.0,city_population
268948.0,city_population
101648.0,city_population
233680.0,city_population
142968.0,city_population
111767.0,city_population
214294.0,city_population
265003.0,city_population
380863.0,city_population
188687.0,city_population
122398.0,city_population
142990.0,city_population
150206.0,city_population
3277451.0,city_population
156153.0,city_population
129613.0,city_population
467501.0,city_population
587068.0,city_population
208632.0,city_population
104578.0,city_population
217369.0,city_population
430640.0,city_population
203596.0,city_population
130550.0,city_population
108535.0,city_population
216759.0,city_population
143549.0,city_population
158117.0,city_population
118489.0,city_population
208103.0,city_population
172655.0,city_population
881124.0,city_population
136150.0,city_population
103240.0,city_population
222576.0,city_population
138197.0,city_population
83740.0,city_population
297370.0,city_population
788842.0,city_population
294910.0,city_population
255423.0,city_population
683949.0,city_population
647100.0,city_population
210546.0,city_population
109343.0,city_population
177563.0,city_population
121701.0,city_population
116366.0,city_population
579481.0,city_population
199550.0,city_population
120859.0,city_population
202560.0,city_population
156156.0,city_population
119763.0,city_population
240924.0,city_population
118222.0,city_population
114592.0,city_population
491629.5,city_population
151307.0,city_population
122951.5,city_population
167403.0,city_population
130291.0,city_population
362133.0,city_population
145164.0,city_population
159348.0,city_population
789024.0,city_population
102518.0,city_population
133093.0,city_population
245328.0,city_population
159661.0,city_population
134290.0,city_population
32566.0,city_population
55140.0,city_population
173064.0,city_population
37645.0,city_population
203401.0,city_population
140619.0,city_population
62123.0,city_population
82922.0,city_population
30678.0,city_population
76328.0,city_population
115129.0,city_population
31345.0,city_population
423193.0,city_population
124497.0,city_population
948251.0,city_population
196427.0,city_population
64404.0,city_population
72523.0,city_population
6355144.0,city_population
206314.0,city_population
133540.0,city_population
46669.0,city_population
177167.0,city_population
157446.0,city_population
398169.0,city_population
199783.0,city_population
566877.0,city_population
83367.0,city_population
188197.0,city_population
87250.0,city_population
172373.0,city_population
376915.0,city_population
55323.0,city_population
224994.0,city_population
99028.0,city_population
102965.0,city_population
119956.0,city_population
21336.0,city_population
115896.0,city_population
46941.0,city_population
30407.0,city_population
220078.0,city_population
94244.0,city_population
537883.0,city_population
230335.0,city_population
259542.0,city_population
62298.0,city_population
162611.0,city_population
110415.0,city_population
183416.0,city_population
539504.0,city_population
317014.0,city_population
116396.0,city_population
34085.0,city_population
72818.0,city_population
110715.0,city_population
159494.0,city_population
159209.0,city_population
117619.0,city_population
155465.0,city_population
240250.0,city_population
107194.0,city_population
91453.0,city_population
68487.0,city_population
163494.0,city_population
30780.0,city_population
241874.0,city_population
206259.0,city_population
152959.0,city_population
71200.0,city_population
145770.0,city_population
648360.0,city_population
195895.0,city_population
47942.0,city_population
224913.0,city_population
40000.0,city_population
148412.0,city_population
68524.0,city_population
407449.0,city_population
116043.0,city_population
148421.0,city_population
268660.0,city_population
104651.0,city_population
117876.0,city_population
119127.0,city_population
50144.0,city_population
269276.0,city_population
399657.0,city_population
54339.0,city_population
99509.0,city_population
114854.0,city_population
62433.0,city_population
222323.0,city_population
117675.0,city_population
158090.0,city_population
2188376.0,city_population
115442.0,city_population
37074.0,city_population
407000.0,city_population
114000.0,city_population
164000.0,city_population
4831.0,city_population
6320.0,city_population
267131.0,city_population
251799.0,city_population
120390.0,city_population
247147.0,city_population
114921.0,city_population
452157.0,city_population
128935.0,city_population
184682.0,city_population
130190.0,city_population
188928.0,city_population
174662.0,city_population
381158.0,city_population
121439.0,city_population
149272.0,city_population
122787.0,city_population
245784.0,city_population
123309.0,city_population
172683.0,city_population
125622.0,city_population
108984.0,city_population
188769.0,city_population
148207.0,city_population
258592.0,city_population
123889.0,city_population
116070.0,city_population
120599.0,city_population
166511.0,city_population
247276.0,city_population
119828.0,city_population
160340.0,city_population
103831.0,city_population
362002.0,city_population
161169.0,city_population
232819.0,city_population
135355.0,city_population
103079.0,city_population
143622.0,city_population
267396.0,city_population
380824.0,city_population
135702.0,city_population
232723.0,city_population
141442.0,city_population
292386.0,city_population
1875834.0,city_population
246437.0,city_population
285509.0,city_population
289941.0,city_population
261656.0,city_population
133774.0,city_population
105580.0,city_population
106526.0,city_population
