value,dataset
28144331506.614887,gdp
31426041806.798485,gdp
34400509852.04365,gdp
1320796651.694569,gdp
1383681651.1377556,gdp
1612346412.2647462,gdp
1935298266.45384,gdp
2206466461.264338,gdp
2435078534.0314136,gdp
2489845016.6489425,gdp
2692474989.125707,gdp
2716964388.424184,gdp
3189740055.1398187,gdp
3800766535.620877,gdp
4476001946.014864,gdp
5710090213.150349,gdp
8030117555.620325,gdp
9388695366.84578,gdp
10048089558.063587,gdp
12876366008.8077,gdp
15719433719.43372,gdp
18315136409.142666,gdp
22526184533.17001,gdp
28861857810.65147,gdp
31055226088.694305,gdp
32291215843.64333,gdp
29907227184.17897,gdp
33511383985.674088,gdp
35699772165.709335,gdp
41075396884.89521,gdp
50622896162.60058,gdp
59707404560.59441,gdp
68790219177.97331,gdp
76928784620.81581,gdp
88959997899.92932,gdp
104272507639.28249,gdp
120354212475.00026,gdp
135811771026.33047,gdp
144652295363.66672,gdp
159718183550.73416,gdp
177353174849.7142,gdp
168885443660.07248,gdp
165768095391.55655,gdp
171668891194.3487,gdp
169404327616.60522,gdp
166348866131.0282,gdp
161385558801.8108,gdp
169099768875.1926,gdp
181569311742.2129,gdp
193535442896.36505,gdp
211596944503.79977,gdp
219278749139.7337,gdp
214047795659.0447,gdp
228638668727.29083,gdp
248513617677.28677,gdp
262628865879.6968,gdp
275696879834.9665,gdp
291459995978.8927,gdp
309385622601.3481,gdp
320860317562.5624,gdp
341273289534.46594,gdp
361731070995.7263,gdp
363074545072.3891,gdp
344943149590.0583,gdp
368954169748.81805,gdp
358696261481.1598,gdp
382054574298.52905,gdp
4870283626.180433,gdp
5412100260.1731,gdp
5762071728.1237335,gdp
6271045034.468295,gdp
7355242314.224068,gdp
9108483160.503698,gdp
9983664739.3203,gdp
11383139029.43452,gdp
13192437321.244184,gdp
14735449496.728895,gdp
17230354544.824234,gdp
19894622393.19404,gdp
23041569234.97921,gdp
23628554956.605247,gdp
24062916721.31206,gdp
21838893330.60519,gdp
21173432184.871105,gdp
21440475719.858223,gdp
24697337084.10124,gdp
27143185296.5443,gdp
29702631093.881485,gdp
30323270274.405884,gdp
34365891768.68776,gdp
34753569692.91496,gdp
38730585922.218864,gdp
40124916940.59447,gdp
43166678735.21832,gdp
46425677734.14352,gdp
46658755151.6017,gdp
47296952928.75605,gdp
48706787306.25736,gdp
49073380173.71591,gdp
47218405892.42581,gdp
53749989092.01972,gdp
67608919144.36836,gdp
85285062818.00766,gdp
104120820258.66872,gdp
113211158292.9365,gdp
115715618613.05196,gdp
140186716681.42496,gdp
158325614580.628,gdp
131069255620.5666,gdp
132175349953.71332,gdp
141942264554.47513,gdp
128814279315.1317,gdp
135684315697.7134,gdp
141033843265.66858,gdp
125174166987.37167,gdp
128609822750.03862,gdp
143112196040.32568,gdp
160565642983.58676,gdp
164020460331.65897,gdp
157288955508.17633,gdp
182109999477.69077,gdp
177006128624.62692,gdp
212388906458.72397,gdp
326647514998.4808,gdp
322098726641.68274,gdp
327041835204.80804,gdp
361188678549.8145,gdp
409917161582.3877,gdp
449606624512.9089,gdp
455110460848.8413,gdp
474061106039.631,gdp
500737527389.4028,gdp
557158810956.071,gdp
606864433924.8542,gdp
658436487864.558,gdp
741446464309.9623,gdp
935257264659.15,gdp
1166117926870.0496,gdp
1283182211382.14,gdp
1384184182987.9087,gdp
1572414965445.1057,gdp
1688541859448.7246,gdp
2054980853162.804,gdp
2495337530229.9053,gdp
2679716239809.967,gdp
2598534706334.6484,gdp
2671753233490.0737,gdp
2773573376450.62,gdp
2856094151218.432,gdp
2906164344615.229,gdp
2962762817058.3257,gdp
3156451762787.7754,gdp
3174083997481.793,gdp
3560303900038.582,gdp
3448774162440.417,gdp
3624577197344.4175,gdp
3934211426064.52,gdp
4339185750582.6406,gdp
4916948102663.379,gdp
5368909819962.314,gdp
5694529340364.156,gdp
5541398163455.25,gdp
5397562849862.584,gdp
5873248460100.093,gdp
5954917913637.387,gdp
6043651266693.341,gdp
6788178855352.027,gdp
8085419494002.896,gdp
9657998889452.797,gdp
11453342785003.834,gdp
14221824723609.965,gdp
17060926940839.877,gdp
16541826277696.309,gdp
20111983284711.48,gdp
23807285173177.44,gdp
25304734948065.89,gdp
26693510662628.867,gdp
27592783808400.59,gdp
25838353087075.664,gdp
26027770587219.1,gdp
28745223958869.04,gdp
30579316565085.14,gdp
31246593993598.37,gdp
30103859045527.81,gdp
35740404315658.11,gdp
37733201523901.375,gdp
38733043068564.85,gdp
369468196078.4826,gdp
369197803239.24896,gdp
377767061032.32935,gdp
413669388135.1578,gdp
465199740731.8812,gdp
510173811321.2098,gdp
521460612081.27454,gdp
542785781834.8444,gdp
573059713397.6846,gdp
637528711300.9677,gdp
698056722723.8445,gdp
747346980067.8623,gdp
834442609498.4454,gdp
1038598297107.5977,gdp
1305873068194.087,gdp
1454096413943.2312,gdp
1562102647645.7788,gdp
1759459705916.4446,gdp
1904189629796.481,gdp
2302082724432.514,gdp
2791782941444.556,gdp
3154989805210.844,gdp
3046965333072.1987,gdp
3040184802522.8804,gdp
3114447962164.7944,gdp
3210382959422.716,gdp
3213192269731.733,gdp
3281409649813.81,gdp
3493680607335.671,gdp
3516679380808.702,gdp
3938241140458.3735,gdp
3855769843542.668,gdp
3988433395055.7295,gdp
4316120552669.1807,gdp
4734478573420.383,gdp
5396987083280.384,gdp
5921564677285.115,gdp
6273240704996.343,gdp
6143311465263.654,gdp
5848508466521.356,gdp
6390526414219.346,gdp
6465885572313.396,gdp
6593953285638.37,gdp
7408766752494.036,gdp
8811152019657.498,gdp
10499926993564.469,gdp
12458305114561.057,gdp
15401421654907.7,gdp
18465834149693.49,gdp
17913122960002.152,gdp
21693456395830.336,gdp
25594615218755.266,gdp
27188545719649.605,gdp
28743704005346.543,gdp
29800896836060.047,gdp
27987288576613.15,gdp
28169507573194.125,gdp
30960119365364.016,gdp
32964096579686.016,gdp
33722356189565.85,gdp
32528587315534.145,gdp
38378968351134.22,gdp
40566997900554.3,gdp
41559721641424.8,gdp
12304340519.437931,gdp
13173849239.235147,gdp
14087733811.174343,gdp
14916251701.126812,gdp
16283554669.880676,gdp
17681807373.14332,gdp
19234910584.05061,gdp
19334017378.779907,gdp
20403706829.551464,gdp
23354029734.12513,gdp
32052680442.7769,gdp
29815391063.635708,gdp
33470488972.20161,gdp
35789060006.8562,gdp
51518189062.43885,gdp
59243366175.90205,gdp
71358695957.48854,gdp
75267548837.9208,gdp
81846895071.4822,gdp
100444794858.7986,gdp
128870008364.99786,gdp
247323986825.6221,gdp
226070570770.67215,gdp
171776289431.1871,gdp
147488279551.9643,gdp
148005975332.56854,gdp
133626158570.52504,gdp
136898130940.9204,gdp
144303058843.68182,gdp
141950721937.23193,gdp
147829716954.31564,gdp
158966792466.51212,gdp
153779820642.0538,gdp
163763454842.52646,gdp
182058585829.45767,gdp
255612158933.52692,gdp
309556012790.4569,gdp
325059724110.23376,gdp
340153751445.01654,gdp
183774429526.0243,gdp
226799197386.94348,gdp
226318400272.64963,gdp
248462838455.2748,gdp
280423881008.6594,gdp
340143118674.0807,gdp
402541987923.4158,gdp
498778333888.9592,gdp
578188309214.9082,gdp
677188107675.7102,gdp
631412536974.8903,gdp
741312007016.759,gdp
847544916121.7972,gdp
941695867218.5646,gdp
1023665425289.172,gdp
1110564323061.4287,gdp
1054056007822.38,gdp
984095717018.7716,gdp
967437544352.2806,gdp
1056914447272.3888,gdp
1077750148722.683,gdp
1009467966729.6482,gdp
1104603036389.796,gdp
1183656384165.711,gdp
1044015231915.957,gdp
29673639827.083992,gdp
31781533969.14328,gdp
33656896744.69395,gdp
35196758489.04887,gdp
37395760695.8022,gdp
41186080422.793625,gdp
44063162107.07,gdp
46462725702.53779,gdp
48881625216.90278,gdp
53502048769.14246,gdp
53045318411.53323,gdp
55677119033.43611,gdp
57505930241.78008,gdp
69391280182.18379,gdp
86863214691.36337,gdp
105464227616.34944,gdp
100668175789.60442,gdp
109704597324.3775,gdp
127591069020.59164,gdp
143005783535.95557,gdp
163265145364.36432,gdp
170754419012.08243,gdp
171592411137.81265,gdp
174451138973.80054,gdp
182330874019.79776,gdp
194539320065.9348,gdp
174407396608.2547,gdp
181510608388.10736,gdp
193390531239.4092,gdp
201851599985.29355,gdp
232816355943.8044,gdp
252129992740.6574,gdp
211672027107.27893,gdp
219777744615.82025,gdp
213964030903.19003,gdp
224492421427.7612,gdp
243038325367.7629,gdp
253429945077.79956,gdp
262082551568.0948,gdp
268212792940.09537,gdp
291557552376.7759,gdp
285482351627.00745,gdp
303011338636.68097,gdp
341509684072.07446,gdp
386660282055.1653,gdp
440100803249.34784,gdp
506608850466.3347,gdp
601253783985.3998,gdp
727719101177.9065,gdp
739884145330.9576,gdp
840161104102.0992,gdp
939785129456.0404,gdp
942114904365.1608,gdp
1026527917428.5072,gdp
1097548704598.0332,gdp
1093640032209.0708,gdp
1156608800300.8652,gdp
1247733925328.4648,gdp
1327890357838.6838,gdp
1397670771530.9763,gdp
1414559582470.6448,gdp
1535389926749.5986,gdp
1651361994353.6184,gdp
1786070910237.1333,gdp
41098321652.64352,gdp
44012577180.43224,gdp
46765307423.11745,gdp
49114642121.75161,gdp
52679532945.22846,gdp
57731457660.490746,gdp
62126772802.83831,gdp
64429850042.3168,gdp
67855625543.42733,gdp
75426324755.10237,gdp
84861825817.92558,gdp
84960443693.54733,gdp
90623495176.74626,gdp
104416522876.93674,gdp
137918904112.60803,gdp
163903050188.54425,gdp
172256247640.56158,gdp
185053978781.2845,gdp
209143768718.97717,gdp
243716595033.0,gdp
293400954626.97705,gdp
426223819976.0848,gdp
404486564860.62445,gdp
349645458108.88873,gdp
331449107693.95746,gdp
343779195534.5611,gdp
309190328533.65027,gdp
319495458117.7952,gdp
338669681386.6566,gdp
343828929532.5688,gdp
378856660652.6743,gdp
409092280613.0308,gdp
364758759974.7688,gdp
382908861851.4712,gdp
395889357665.3764,gdp
481341765046.5578,gdp
554633517949.8015,gdp
580664386042.9703,gdp
604570449948.6671,gdp
450872755018.96246,gdp
517721477276.1516,gdp
511239299618.944,gdp
550995965118.9045,gdp
621400206928.4497,gdp
726522702342.7588,gdp
842542900340.948,gdp
1005777469306.554,gdp
1179708743319.3362,gdp
1404907208853.6165,gdp
1371296682305.8477,gdp
1581473111118.858,gdp
1787330045577.8386,gdp
1883810771583.7256,gdp
2050193342717.6787,gdp
2208113027659.462,gdp
2147696040031.451,gdp
2140704517319.637,gdp
2215171469680.7456,gdp
2384804805111.073,gdp
2475420920253.66,gdp
2424027549200.2925,gdp
2639992963139.394,gdp
2835003428054.01,gdp
2828041013610.3545,gdp
252169712.0421248,gdp
257703244.55999705,gdp
289200704.3825417,gdp
345175036.09055525,gdp
440797869.282266,gdp
531569563.8885911,gdp
638349755.2219319,gdp
630567115.7907317,gdp
481532847.5905867,gdp
420945147.6309565,gdp
526704545.45454544,gdp
670251136.3636364,gdp
839652164.0607296,gdp
1154440252.967935,gdp
1515190595.297649,gdp
1406875081.327261,gdp
1669488389.965417,gdp
2208509076.280988,gdp
2511826196.009,gdp
2853435053.8854227,gdp
3381419251.2923126,gdp
3492997010.049556,gdp
3206626644.537101,gdp
2765950335.7109504,gdp
2864441387.405068,gdp
2984052356.550712,gdp
3989622739.282117,gdp
5520318404.641495,gdp
6106635816.2458725,gdp
5672569449.070682,gdp
6468736355.556776,gdp
6909730288.170614,gdp
7080981738.056056,gdp
6218581531.643473,gdp
6389460342.786556,gdp
7123633418.197389,gdp
7426082270.676692,gdp
7569672925.337391,gdp
8503693098.622713,gdp
8982047589.489502,gdp
9025660361.75842,gdp
8234846804.605819,gdp
9318395054.859337,gdp
11429333037.84432,gdp
13825302535.7699,gdp
16852963067.049637,gdp
17465318552.294098,gdp
21652505596.75279,gdp
18074622987.01845,gdp
13154414219.206978,gdp
13751161917.739773,gdp
15221622925.931889,gdp
14751508133.544275,gdp
16125060515.31174,gdp
17867662177.89113,gdp
17517210519.091156,gdp
20793168030.952427,gdp
24728285177.46032,gdp
26260850582.06868,gdp
24681343649.29519,gdp
21629953194.065945,gdp
25797870984.2963,gdp
28701830401.683697,gdp
31020032583.197216,gdp
37029883876.18388,gdp
39232435784.03579,gdp
42161481858.08186,gdp
48421923459.12346,gdp
56480289940.98994,gdp
59556105229.00523,gdp
45581230504.07104,gdp
50134942204.0,gdp
53085455870.66666,gdp
58447995017.333336,gdp
62422483054.66666,gdp
67351404351.83296,gdp
71464700666.98688,gdp
85517673172.55133,gdp
99526597933.63312,gdp
98473832017.32423,gdp
102716451979.6804,gdp
121486641441.3093,gdp
137302319828.99506,gdp
152995442497.70932,gdp
186328579302.06827,gdp
193491368445.5725,gdp
200715624830.9017,gdp
218262146413.1575,gdp
212157645177.6516,gdp
232511554840.37195,gdp
248985994040.5897,gdp
279033584092.22345,gdp
296589670895.932,gdp
296042052944.6598,gdp
320979026420.0351,gdp
270105341879.2264,gdp
288208070278.0129,gdp
279295648982.52924,gdp
327274843459.429,gdp
360281909643.48914,gdp
392896866204.5158,gdp
415867563592.829,gdp
421351317224.9413,gdp
458821052615.7898,gdp
468395521654.4579,gdp
485440139204.1705,gdp
514939140318.7556,gdp
607700687237.3179,gdp
709152728830.7745,gdp
820383763511.4454,gdp
940259888787.7214,gdp
1216736438834.955,gdp
1198895139005.919,gdp
1341888016994.8982,gdp
1675615519484.959,gdp
1823051829895.1328,gdp
1827637590410.953,gdp
1856721507621.4607,gdp
2039126479155.269,gdp
2103588360044.3892,gdp
2294796885663.67,gdp
2651474262755.592,gdp
2702929641648.14,gdp
2835606256558.844,gdp
2674851578586.8647,gdp
3167270623260.5225,gdp
3353470496885.948,gdp
3549918918777.532,gdp
5667756627.92093,gdp
7076465299.811411,gdp
8337423312.883435,gdp
9150684931.50685,gdp
9333536369.945677,gdp
10997590361.445784,gdp
16273253012.048191,gdp
25802409638.55422,gdp
30463855421.68675,gdp
37269156626.50603,gdp
45808915662.650604,gdp
51455719075.825424,gdp
51400186342.88893,gdp
72482337397.44394,gdp
85518233419.04785,gdp
90158449294.99203,gdp
81052283383.71552,gdp
84853700027.65103,gdp
85289488375.44347,gdp
79954072544.52792,gdp
75929617557.75212,gdp
84300174485.79732,gdp
94451427876.6628,gdp
106140727333.63564,gdp
116621996217.1334,gdp
128026966579.96376,gdp
158006700301.5332,gdp
176892143931.50528,gdp
202132028723.11533,gdp
227369679374.9733,gdp
215748998609.635,gdp
95445547872.71504,gdp
140001351215.46185,gdp
165021012077.80963,gdp
160446947784.90857,gdp
195660611165.18344,gdp
234772463823.80835,gdp
256836875295.4519,gdp
285868619196.0848,gdp
364570515618.3569,gdp
432216737774.8605,gdp
510228634990.5983,gdp
539580085616.492,gdp
755094157621.9355,gdp
892969104563.1713,gdp
917869913332.6486,gdp
912524136718.0182,gdp
890814755533.5369,gdp
860854232686.2139,gdp
931877364037.6976,gdp
1015618744159.734,gdp
1042271532988.6316,gdp
1119099871350.1992,gdp
1059054842698.482,gdp
1186509691086.7307,gdp
1319076267310.162,gdp
1371171152331.155,gdp
4199134389.903696,gdp
4426949094.840303,gdp
4693566416.4834585,gdp
4928628018.387591,gdp
5379845647.7013855,gdp
6197319929.040383,gdp
6789938671.750944,gdp
7555383690.16,gdp
8623172959.898033,gdp
9743089607.495869,gdp
10976245153.589386,gdp
13731802833.0363,gdp
17153463263.108646,gdp
27081698249.50829,gdp
46209092072.13827,gdp
51776222349.8869,gdp
68055295080.75381,gdp
80600122701.9632,gdp
77994316621.48138,gdp
90391877325.9285,gdp
94362275580.0229,gdp
100499312749.92252,gdp
125948756439.48515,gdp
156365156618.24072,gdp
162276728619.51862,gdp
180183629599.68427,gdp
209094561833.48007,gdp
134009995923.16888,gdp
123057861333.90796,gdp
120496362916.27124,gdp
124813263926.225,gdp
63743623231.23123,gdp
71841461172.2365,gdp
96419225744.99268,gdp
120403931883.34818,gdp
113919163421.47868,gdp
110276913362.44542,gdp
113848450088.68648,gdp
109591707801.43082,gdp
126878750295.58344,gdp
128626917504.39809,gdp
153544751396.21115,gdp
190043433963.8662,gdp
226452138295.7256,gdp
266298911663.7069,gdp
349881601462.4392,gdp
412336172443.79486,gdp
416397025729.8983,gdp
486807616876.6958,gdp
626133112195.9261,gdp
644035512181.4827,gdp
492775566425.88055,gdp
460382791480.42816,gdp
408212917874.9643,gdp
457954614593.74615,gdp
486630147094.4858,gdp
329691934142.938,gdp
283649531542.74054,gdp
239735486745.38528,gdp
359096907772.2729,gdp
413394567603.5518,gdp
401504514718.7182,gdp
1537252191.859759,gdp
1671960964.5102496,gdp
1784174541.4830444,gdp
1805901509.5746915,gdp
2136408198.421848,gdp
2335785505.500707,gdp
2530306096.10285,gdp
2551522657.4507837,gdp
2896598841.360464,gdp
3007758796.896481,gdp
3281318687.472525,gdp
3865346534.653437,gdp
4113848002.4030943,gdp
5134367778.144569,gdp
11516762614.290518,gdp
13458516762.614222,gdp
17754825601.083576,gdp
19838130714.52753,gdp
23762275651.879345,gdp
37816457839.48527,gdp
52568999999.99967,gdp
37822999999.999664,gdp
42382333333.33301,gdp
40712903225.80613,gdp
46938387096.773865,gdp
48425161290.32226,gdp
47264516129.03194,gdp
56774193548.38678,gdp
62684516129.03193,gdp
65831935483.87065,gdp
180408064516.1284,gdp
407796349.66378486,gdp
553671957.6719576,gdp
1031944881.131894,gdp
3991349282.7572927,gdp
12894029888.112158,gdp
10433698621.342705,gdp
20764857056.379494,gdp
20617405044.242462,gdp
36881601583.81936,gdp
48364250943.90507,gdp
36176430128.805725,gdp
32928454672.42459,gdp
21921569478.81626,gdp
36633669269.3981,gdp
50065104667.8159,gdp
65147051918.02187,gdp
88837057319.51791,gdp
131614434153.50533,gdp
111657580326.31512,gdp
138516722649.57266,gdp
185749664444.4445,gdp
218002476129.47165,gdp
234637675128.64493,gdp
228415656174.95712,gdp
166774104959.10168,gdp
166743557747.67148,gdp
187217660050.6757,gdp
227367469034.03085,gdp
233636097800.33844,gdp
180898797936.27884,gdp
209691945713.10345,gdp
286640340965.5172,gdp
250842782139.46417,gdp
1998550221.8055437,gdp
2151772979.96956,gdp
2329372971.891706,gdp
2505073357.885077,gdp
2851091646.431651,gdp
3035655793.5247006,gdp
3198820903.82796,gdp
3445739914.7310104,gdp
3378701146.841974,gdp
3902721631.546634,gdp
4395995085.995086,gdp
5098250287.466462,gdp
6318060582.218726,gdp
7481173065.792012,gdp
7896860614.988031,gdp
9483808362.36934,gdp
9453756014.71837,gdp
11248340431.377935,gdp
14647996073.693748,gdp
18319334300.451324,gdp
21747855640.07121,gdp
20670190138.16707,gdp
21474752962.21775,gdp
20766047763.53137,gdp
20106648454.840363,gdp
21270013325.56009,gdp
28714571852.479862,gdp
33920518492.50936,gdp
37772896220.75585,gdp
39238392677.75421,gdp
49305632408.4929,gdp
49787501584.484726,gdp
55918538121.3989,gdp
52417477613.67601,gdp
57097656065.95995,gdp
69139823232.32323,gdp
75790786290.32259,gdp
82856648758.35721,gdp
90199410115.50967,gdp
98893958262.64384,gdp
100207610429.90924,gdp
109346669229.6954,gdp
128596035288.40102,gdp
164670771259.60202,gdp
194372115041.06497,gdp
211876989655.9065,gdp
232180617162.2785,gdp
270079279419.5005,gdp
275447471451.06323,gdp
236443115853.6948,gdp
221913560882.3671,gdp
239170638711.3137,gdp
225118718207.1563,gdp
238112475390.7956,gdp
259681883575.70572,gdp
292364226871.7561,gdp
298559265006.39764,gdp
337241811320.8959,gdp
386693357874.0562,gdp
398933010007.3562,gdp
428608687830.2393,gdp
513391778882.86,gdp
533140011838.2764,gdp
545629450403.7351,gdp
914762873.6891532,gdp
1023005862.7792743,gdp
1180968165.4085984,gdp
1382605389.3205488,gdp
1567402513.6964228,gdp
1563667799.6157825,gdp
1659131243.7383714,gdp
1947332921.747183,gdp
2328658227.848101,gdp
2822358473.169832,gdp
3032411026.949189,gdp
3422733202.450104,gdp
4466350655.89909,gdp
5928791505.351438,gdp
5486921247.073229,gdp
5920369789.501823,gdp
6565667052.797365,gdp
6690228371.669086,gdp
7001175622.712655,gdp
7708454412.321261,gdp
7084800892.222841,gdp
6846377563.006829,gdp
6979788333.502793,gdp
7491649455.927165,gdp
7314967866.282892,gdp
6684225641.0256405,gdp
7931193222.064053,gdp
3052993636.3971047,gdp
3687339031.645485,gdp
2949160176.729827,gdp
3515690732.782267,gdp
4001288352.2557673,gdp
4304281997.410134,gdp
4676353689.633933,gdp
4735101851.5640335,gdp
5427155199.100301,gdp
6261770752.920234,gdp
7364277925.141301,gdp
7012333173.083149,gdp
9168824837.8168,gdp
11835802404.7103,gdp
17075130883.46275,gdp
16050008787.255636,gdp
15864905769.074123,gdp
18153376715.8296,gdp
17599385989.296295,gdp
22480105812.02824,gdp
25249789919.856667,gdp
26727967129.92553,gdp
29087663989.13959,gdp
32488543974.06726,gdp
30470017330.501568,gdp
28740117286.324795,gdp
35628837312.24015,gdp
42802884824.60686,gdp
52349277417.07393,gdp
52142996978.29931,gdp
61661395508.95943,gdp
70591957101.76035,gdp
79002421132.56517,gdp
79398331244.7804,gdp
90220195074.09152,gdp
104892955202.0722,gdp
114505860826.51878,gdp
118859377862.81673,gdp
120056692192.31071,gdp
120922937410.9235,gdp
136035771711.67194,gdp
134635822098.58047,gdp
125060622862.93216,gdp
131299915899.95828,gdp
139973148371.26282,gdp
147083996033.60297,gdp
158670456932.53735,gdp
184052121662.0822,gdp
220531065217.3913,gdp
211970040942.9596,gdp
238364092298.0229,gdp
266791854430.8972,gdp
262282344091.8492,gdp
297732778479.1286,gdp
314330061977.26337,gdp
303414276832.04004,gdp
322102790386.835,gdp
358245427458.5409,gdp
376691526553.2764,gdp
402470513619.148,gdp
413267669231.52216,gdp
488526545878.89136,gdp
525002447652.77344,gdp
509901495702.1033,gdp
41915814947.7905,gdp
46542216714.6155,gdp
52293346804.62542,gdp
59897871868.0716,gdp
65569646710.202965,gdp
70554398250.33769,gdp
76446251295.37439,gdp
84207912985.92194,gdp
91275077144.66182,gdp
100764425165.4865,gdp
113395315985.13013,gdp
124672365792.75903,gdp
145260039840.63745,gdp
175492055795.4168,gdp
199564489431.3784,gdp
227695851126.92764,gdp
224717278436.84576,gdp
257596313364.0553,gdp
315058323066.3929,gdp
393677161500.8157,gdp
477256775943.92944,gdp
430702851303.0148,gdp
427272645669.2913,gdp
443042373788.8832,gdp
437887689001.5429,gdp
452217492140.7565,gdp
640386352773.0874,gdp
805713128174.4846,gdp
891608957155.6084,gdp
928661332204.3466,gdp
1181222653522.9475,gdp
1246220156079.288,gdp
1320161644933.2288,gdp
1064958075550.6335,gdp
1099216688280.4996,gdp
1174662070605.016,gdp
1312426527795.2063,gdp
1241879604365.6206,gdp
1270052525928.404,gdp
1252446659833.7866,gdp
1146676894209.728,gdp
1168023426056.3794,gdp
1276769338449.2964,gdp
1577621707050.5066,gdp
1806542968545.5645,gdp
1858217147203.7344,gdp
1949551719389.6443,gdp
2213102482751.458,gdp
2408655348718.5933,gdp
2199928804118.632,gdp
2136099955236.671,gdp
2294994296589.4985,gdp
2086957656821.602,gdp
2141924094298.5552,gdp
2162009615996.5413,gdp
1836637711060.546,gdp
1877071687633.7788,gdp
1961796197354.3564,gdp
2091932426266.979,gdp
2011302198827.448,gdp
1897461635591.912,gdp
2154875493744.9265,gdp
2066972096553.7048,gdp
2254851212731.8047,gdp
699064380.3742479,gdp
748043500.7825997,gdp
777727688.9089245,gdp
826706669.3173323,gdp
897949000.8203996,gdp
972159611.1361556,gdp
1096759561.2961757,gdp
1148014310.825496,gdp
1083839132.9286935,gdp
1191239047.0087624,gdp
1404720441.888177,gdp
1539861815.8938138,gdp
1875146587.4442968,gdp
1905917553.1914892,gdp
2375122375.122375,gdp
2860442750.4427505,gdp
2966042856.042856,gdp
3249733139.73314,gdp
2644527821.53011,gdp
2425064229.04184,gdp
2679379371.5126133,gdp
2979027966.453728,gdp
3293496311.930932,gdp
3619262277.477116,gdp
2373564549.493203,gdp
2100239018.8246665,gdp
2754549581.924093,gdp
3287007321.566992,gdp
3828342820.349404,gdp
4404937853.39452,gdp
4592208086.6923485,gdp
4106207649.055474,gdp
3535460089.807189,gdp
5440075675.740674,gdp
5452558947.03045,gdp
6577520642.822969,gdp
7393891920.803583,gdp
8400041723.548614,gdp
8787195622.43502,gdp
8887057997.362276,gdp
9005064474.930035,gdp
9194727831.073183,gdp
9719009494.847792,gdp
9430234810.785856,gdp
10174664853.947563,gdp
11243865777.713053,gdp
11930179089.885475,gdp
12799600047.184536,gdp
13709401520.032597,gdp
12120458114.8318,gdp
13220549908.249386,gdp
14444661522.146338,gdp
14807086555.528316,gdp
14264205152.61263,gdp
13899217679.92193,gdp
14188936918.003582,gdp
14077096676.621284,gdp
14808985132.772173,gdp
15730792876.265558,gdp
15830766531.147352,gdp
13812421835.736937,gdp
14657586159.431623,gdp
17097760686.777462,gdp
19423355367.23718,gdp
47419238274.461945,gdp
57266758179.58833,gdp
64987857541.62556,gdp
74379284603.3875,gdp
87490590817.98027,gdp
97338107605.8236,gdp
113046784179.2889,gdp
132475614226.51888,gdp
156897496759.12778,gdp
184298841304.66696,gdp
217223652719.4445,gdp
245364056622.3629,gdp
324933841268.5847,gdp
441460582535.9208,gdp
490035789970.2995,gdp
532861438884.7239,gdp
598883902155.6049,gdp
737069290927.7122,gdp
1035611588216.594,gdp
1077910077676.3712,gdp
1129377244854.036,gdp
1245221410764.1482,gdp
1158731426905.8486,gdp
1270859919742.9011,gdp
1345824500836.7627,gdp
1427019759717.4094,gdp
2120083812109.9124,gdp
2580748422781.091,gdp
3125724434400.792,gdp
3109455047823.931,gdp
3185904656663.8467,gdp
3648065760648.876,gdp
3980702922117.6567,gdp
4536940479038.254,gdp
4998797547740.975,gdp
5545563663889.704,gdp
4923391533851.632,gdp
4492448605638.937,gdp
4098362709531.2407,gdp
4635982224063.884,gdp
4968359075956.591,gdp
4374711694090.871,gdp
4182846045873.608,gdp
4519561645253.529,gdp
4893116005656.559,gdp
4831467035389.8,gdp
4601663122649.921,gdp
4579750920354.809,gdp
5106679115127.299,gdp
5289493117993.89,gdp
5759071769013.113,gdp
6233147172341.349,gdp
6272362996105.034,gdp
5212328181166.185,gdp
4896994405353.292,gdp
4444930651964.18,gdp
5003677627544.24,gdp
4930837369151.422,gdp
5040880939324.859,gdp
5117993853016.508,gdp
5055587093501.588,gdp
5034620784584.983,gdp
4256410760723.75,gdp
4212945159781.403,gdp
599759760.096096,gdp
657999736.8001053,gdp
631679747.328101,gdp
561119775.5520898,gdp
698879720.4481119,gdp
639519744.1921023,gdp
678159728.7361085,gdp
788479684.6081262,gdp
943783839.7180518,gdp
1197483948.685469,gdp
1363073497.773553,gdp
1708521219.4600327,gdp
2096778602.1678455,gdp
2602208588.957056,gdp
3271368780.6534743,gdp
3910044474.28044,gdp
4383944702.859582,gdp
4681240992.703381,gdp
4920692190.955688,gdp
4967162160.404718,gdp
4993601520.430789,gdp
6402050484.904248,gdp
6756209762.482309,gdp
6277451829.053252,gdp
4221373673.804684,gdp
4160087507.834724,gdp
4344467193.250948,gdp
5310833193.590049,gdp
5606400221.692687,gdp
6236295978.245313,gdp
6727597031.96347,gdp
6927503526.093089,gdp
7245839210.1551485,gdp
7912270803.949224,gdp
8149929478.138224,gdp
8460789844.851905,gdp
8975814652.819601,gdp
9582510578.279266,gdp
10195627644.569817,gdp
11411706629.055008,gdp
12588998589.562763,gdp
15056981664.31594,gdp
17110437235.543018,gdp
22658715989.330204,gdp
24537876056.338028,gdp
27133804225.35212,gdp
29524149154.92958,gdp
31634561690.140846,gdp
34454440140.84507,gdp
36847643521.12676,gdp
38587017887.32394,gdp
39892551126.76057,gdp
41608435915.49296,gdp
43370860704.22536,gdp
44502816901.408455,gdp
43700383098.59155,gdp
